2020-06-10|肩の重荷が取れるでしょう<br>これまで肩にずっとのしかかっていたものが取れ、自由を感じられる日になるでしょう。安心感に満たされそうです。でも、あまり休む間もなく、またすぐに重大な決断をしなくてはならないかもしれません。その決め手は、社会の変化に合っていることと、自分が心から望んでいるかどうかの2点です。ポジティブ思考は忘れずに。今日、自分で決めたことは、きっと未来を良くするものとなります。心を強くもち、恐れないでください。;97|意図せず色っぽさがにおいたち、異性の注目を集めることになるでしょう。あなたと一緒にいるのがとても楽しくて、ふたりきりになることを望む異性も多いはずです。気持ちをラクにもてれば、モテ運をキープできるでしょう。;10|今日は「あそこへ行けばあるはず」「これはよい物に違いない」といった予感や直感を信じていいでしょう。;10|目いっぱい、仕事に集中したいとき。おいしいランチの予定も、日を改めたほうがよさそうです。;8
2020-06-11|友情や援助に感謝する日<br>友情や援助を得られ、感謝する日となりそう。あなたの苦境を友達の誰かが救ってくれるのかもしれません。あなたが何も言わなくても、身近な人たちが察して助けてくれるといったうれしいことがあるでしょう。けれど、黙っているより、状況を説明し、どれだけの助力がほしいのかを明らかにするほうが、相手の負担を軽くします。よく説明したあとは素直に甘えていいようです。そして、次の機会には、あなたが相手を助けることを心の中で約束してください。;88|恋が成就する予感。あなたに思いを寄せていた人から、愛の言葉をささやかれそう。周りの異性の様子に敏感になっていてください。また、散歩や外出先で気になる人に遭遇する予感もあります。フットワークを軽くして。;9|安価でおいしい店を見つけられそう。外出の際は、大通りよりも路地を歩いてみるのをオススメ。;9|日々のウップンがたまっているなら休暇を計画しましょう。ひとりで考える時間が必要です。;4
2020-06-12|未来を自由に思い描いて<br>未来を決めるのは、今の自分の意識や言動なのだと腑に落ちる出来事が起こるようです。こうした気づきが自然にあなたの一日を充実したものにしてくれるでしょう。今日はこれから実現させたいことなどを、心の中で自由に思い描く時間を取るのをオススメします。なお、人の気持ちがわかりすぎて影響を受けてしまうかもしれません。今日は、必要以上に相手の人生に深入りしないで。適度に距離を取るようにしてください。;73|誠実な愛を深めていけそう。異性と真剣に向き合うことができるので、少しでもいいなと思う人がいたら、その思いは確実に深まりそうです。ただ、あなたが頭でっかちになってしまう面もあるので、そこには注意してください。;7|お金のいい運用法を知ることができそう。多少飲食代はかかっても、仲間の集まる場所に顔を出してみて。;7|今まで趣味としていたことと仕事がつながる予感。得意なジャンルを周囲にアピールしてみては？;2
2020-06-13|ケアレスミスが多くなりそうな日<br>気が散りがちで、ケアレスミスがありそうな日です。いろいろと確認を怠らないようにしましょう。ただ、今日は感受性が豊かになりやすい日でもありますので、共通の話題で大いに盛り上がるなど、周囲の人々と感情を分かち合いやすいでしょう。ただ、人からの相談を受ける場合は、相手に感情移入しすぎるあまり、あなたが疲れてしまう暗示もあります。問題解決のカギは、相手の中にあることを忘れないでください。;68|恋愛運の波が激しくなりそう。どんな恋愛をしたいのか悩み、その悩みが異性の気持ちを動揺させるでしょう。気持ちがしっかりしないので、態度も揺れがちに。心の中を整理し、精神的に落ち着くのが先決。急ぐ必要はありません。;6|本物志向が高まるときです。買い物の際は、時間を気にせず、納得のいくまで吟味しましょう。;4|ネットワークを大切にしましょう。会議などでは出席者の表情をよく見るようにするといいでしょう。;5
2020-06-14|過去の失敗の中に、ヒントが<br>これまであなたがしてきた失敗の中に、未来へとつながるヒントが隠されています。これまでたどってきた道のりを振り返って、なぜ、そうなったかを分析してみましょう。そして、これからどうしていきたいのか、改めて自分の心に問いかける作業をどうぞ。軌道修正ができれば、明日からはもっと充実した明日を送ることができるでしょう。今日は自分ひとりきりになれる時間を取り、リラックスすることも心がけてください。;64|混乱しやすく、自分にとって誰が最も大事な人か迷ってしまいそう。特に、異性から愛を告白されると、その気もないのについOKしてしまうことも。気持ちがしっかりしていれば、恋で悩むことも減るでしょう。;1|ちょっとした節約が大きな金運アップにつながりそう。まずはあなたの生活の無駄を見直してみて。;7|今日のあなたはパワフル。周囲の人に力を貸すことでイメージアップをはかれそう。;5
2020-06-15|初心を取り戻したい日<br>初心を取り戻したい日。今続けていることを最初の状態を思い出したり、そのときの夢を確認してください。すでにかなったことも多いでしょうが、まだ達成していない点にも気づけます。マンネリを覚えている物事であっても、工夫次第で新しい発見がありそうです。まずは、視点を変えてみましょう。また、今日はあなたの心身の若さを保つために、部屋で簡単にできるエクササイズやストレッチをどうぞ。専用シューズを手に入れると、弾みがつきそう。;81|恋を成就させる技を身につけることができそう。友人の話や雑誌などから、恋に効く、いい方法を得ることができるでしょう。実際に悩みが解消したり、異性とより親しくなれるなど効果がありそう。他の人の話によく耳を傾けること。;7|買い物に関してカンがさえている日。新製品や初めて購入する物でも後悔することはないでしょう。;9|仕事に対する姿勢に批判の声が。意志を貫くことも大切ですが、あまり波風を立てないように。;3
2020-06-16|新しい「冒険」に友達を誘いましょう<br>「新しい冒険に友達を誘う」という暗示のある日です。小旅行から新しい飲み物や食べ物を口にすることまで……自分たちにとって初めての経験となるなら、どんなことでも「冒険」です。今日のあなたは勇気があり、よく知らない物事に対しても、ためらわずに取り組めるはず。遠慮する友達を励ましながら目的を遂げてください。大きな満足感が待っています。また、ネット上のサービスを活用すると、新しい顔ぶれとの交流が始まるでしょう。;84|異性の目に、あなたがいつもより輝いて映るでしょう。姿勢をよくして、きびきびと歩くと、声をかけられるかもしれません。デートは景色の美しいところ、アート作品がある場所が吉。言葉を重ねなくても、心が通じ合う瞬間がありそう。;6|ポイントカードを、あらためてチェックしてみて。今日使うことで、予想外のお得な買い物ができそうです。;8|転職、再就職など大転換が頭をよぎるかも。具体的に動くのは後日とし、いったん気持ちの整理をしましょう。;6
2020-06-17|嫉妬心を抑えて<br>嫉妬に振り回されないように注意したい日。親しいふたりが、あなたの知らない話で盛り上がるなど、取り残されたような気持ちになるかもしれません。こんなおもしろくない場面があったら、気持ちを素早く切り替えて、自分の時間を充実させましょう。たとえば、いつも通らないような道を歩くと、思いがけずあなたの趣味にぴったりなお店が見つかるなど素敵な発見がありそう。なお、メールやネットの書き込みは、優しい表現を心がけてください。;57|恋愛に対して楽観的になれる日。いいことがありそうな予感がするでしょう。そんな予感は当たっています。ときめきを感じたら、自分から積極的に行動しましょう。異性の心をくぎづけにすることもできそうです。;7|お金や物をなくすという心配がある日です。大事なものの扱いや貴重品の管理はしっかりとしてください。;3|今まで繰り返してきた作業に見直しを迫られそう。スタート地点に戻り、計画をしっかりと立てて。;2
2020-06-18|積極的な行動が吉<br>積極的な行動をおすすめしたい日。欲張りになればなるほど、あなたが「必要としているもの」が手に入るか、その段取りがつくようになるでしょう。特に今日は「親友」がキーパーソンに。会いたい人や欲しい物に関する話をすると、有力な情報が得られます。今日は何よりもあなたの「情報を集めに行く姿勢」が大切です。検索するのもいいですが、その場に足を運ぶ、電話で連絡してみることが、まず重要なことになるでしょう。;52|運気に波があり、波乱も予想されます。特に、好きな人とスムーズにいっていない場合は要注意。あなたの気持ちが揺れやすくなるでしょう。嫉妬心も噴出しそう。リラックスすることを心がけましょう。;1|欲しい物を見つけたときは、「金持ち金使わず」と唱えてみて。無駄づかいの抑制につながります。;3|仕事仲間の裏切りのような行為にストレスがたまるかも。仕事のイライラは仕事で解消を。;3
2020-06-19|過去の経験が大切になりそう<br>過去の経験が、あなたに行動するための指針を与えてくれる日になりそうです。もし難しい局面に出会ってしまったら、これまであなたがどうやってそのピンチを切り抜けてきたか、どういう心持ちで対処してきたかを、今一度自分の胸に問いかけてみましょう。きっとそこに、あなたが正しい選択をするためのヒントが隠されているはずです。また、今日は信頼できる友人からのアドバイスも期待できそう。落ち着いて行動すれば、問題のない日になります。;60|友人を介して縁がもたらされます。今日は、いつも以上に友達との会話を増やしてください。また、これまで友達と思っていた人との間に恋のムードが漂うこともあるでしょう。微妙な関係の人とは、いよいよ、その恋が実る予感があります。;8|冷静さを欠いてしまい、後悔しそうです。お金がからむことでは感情的にならないよう気をつけましょう。;3|仕事が煮詰まるほど、他のことをしたい欲求にかられます。今日は何がなんでも我慢して。;2
2020-06-20|素早く物事をこなせそう<br>いろいろなことを的確に素早くこなせる日になりそうです。頭の回転も速く、判断も間違いが少ないので、周囲の人から頼りにされそう。忙しすぎるくらいが、今日のあなたにはちょうどいいのかもしれません。ただし、一日中フル回転でいると、さすがのあなたも疲れるでしょう。家に帰ったらゆっくりと、何も考えずただ休むための時間を取るようにしてください。あなたが幸福と感じるリラックス法を存分に楽しみ、明日への活力をたくわえましょう。;93|気持ちに浮き沈みはあるものの、予定をきちんとこなすことで、自分のペースを維持でき、恋にも気を向けることができます。ステキな人からの誘いもありそう。スケジュールを詰めて、夕方以降は余裕があるようにしてください。;8|一定期間、集めたレシートで出費の傾向をチェックしてみて。無駄づかい防止策がハッキリするでしょう。;7|誰かを立てて、ナンバー２として控えると、物事がよく見える日です。次に打つ手もわかるでしょう。;10
2020-06-21|希望がかなう可能性の高い日<br>希望がかなう可能性の高い日です。実現したいことに向かって、あなた自身が動くほど、実現の確率は上がります。また、簡単にはあきらめない姿勢も大切です。今日は遠慮せず、あなたのできる限り、すべての手を打ちましょう。いい結果となるはずです。迷っていたことを決められるという運もあります。心を決めるきっかけは、友人や家族の一言だったり、ネット上の情報だったりします。「どうしたらいいか？」と投げかけることをおすすめします。;96|活気づく恋愛運。人のいいところが次々と目に入り、ステキな異性に心ときめかせることも多いでしょう。あるいは、友達に今までにはない魅力を感じ、恋人候補として意識することも……。怖がらず、新たな恋に飛び込んでみましょう。;9|自分磨きに力を入れるといいでしょう。趣味や習い事など、レベルアップのための投資は惜しまぬこと。;8|情報通になれそう。アンテナを張りめぐらせておけば、仕事仲間から頼りにされます。;8
2020-06-22|忘れていたことを思い出しそう<br>今日は、忘れていたことをふと思い出すような体験をしそうです。それは、どこかに置き忘れてしまっていた大切な宝物かもしれませんし、子どものころに描いていた未来の夢なのかもしれません。誰かとの淡い約束ということもありそう。今日、頭の中でひらめいたことや、思い出したことは、メモをとっておくことをおすすめします。そして、再び忘れないうちに、その「忘れもの」を取り返しにいくといいでしょう。;93|絶好調の恋愛運。なんの心配もなく、明るく過ごすことができるでしょう。ハツラツと過ごすあなたに、強烈に引きつけられる異性は、ひとりではなさそうです。笑顔を絶やさないでいてください。きっと、いい恋にめぐりあえるでしょう。;10|予定外の出費があるかもしれません。ただ、ネットショッピングなどの工夫次第では出費を抑えられそう。;4|集中力抜群の日。どんな作業にものめり込むことができます。やるべきことは早めに片づけて。;9
2020-06-23|家族との問題が解決へ<br>家族との関係において悩んでいたことに対して、解決の糸口を発見するでしょう。これまでは、「こうあるべき」という理想や固定観念に支配され、原因を追及しては自分にダメ出しをして苦しんできたのではありませんか？　しかし、「問題はひとつである」ということに気づけそうです。あなたの心が整理されるので、解決策が明確になります。「無理しないでいられる」という状態を手に入れて、心から安心できるでしょう。;88|恋愛面でいいことがある一方で、それ以外のことも忙しくなり、恋にのめりこむことができないかもしれません。恋愛運を上げたいなら、仕事なども頑張ること。バランスが取れれば、恋愛運も安定します。;7|新しいものにツキがあるときです。電化製品などの新製品を買う予定があったのなら、今日が最適！;9|デスクワークで煮詰まったら、机まわりの整理整とんをするといいでしょう。;5
2020-06-24|少し強い言葉を使ってしまいがち<br>自分がどう思われているか気になりそう。そのせいで少し強い言葉を使ってしまいがちなので、自分が正しいと感じても自己主張はほどほどに。必要以上に物事を心配せずに、自分を幸せにしてくれる趣味に没頭してみるのがおすすめです。アーティスティックな才能も発揮できそうなので、新たな表現方法を見つけてみましょう。昼間に誰かと一緒に過ごしたら、夜はひとりの時間を大事にするなど、上手に気分転換をすることがポイントです。;53|恋愛面では、他の人に気をつかいすぎて、そんな自分を好きになれないかもしれません。とはいえ、優しいあなたに思いを寄せる異性もいそう。あなたの気持ちのもち方次第でよくも悪くもなりそうです。;5|飲食でお金を予算以上に使ってしまいがち。つき合いがよすぎるのも考えものです。会食は早めに切り上げて。;3|ひと区切りついて、脱力感におそわれそう。許される時間で休憩を入れましょう。;1
2020-06-25|細切れの目標を設定して<br>理想と現実のギャップを感じそう。「こうなりたい」というあなたの理想と、現実との差が大きいのにガッカリするようなことがあるかもしれません。けれど、理想までの間に細切れの目標を設定すれば達成は容易で、「いずれ差は小さくなる」と信じられるのではないでしょうか。また、尊敬できるライバルの存在もあなたの情熱をさらに強くしてくれそうです。偉人の伝記や有名人のサクセスストーリーなどを読むと意欲がかきたてられます。;72|異性に優しくしてもらえそうです。あなたも優しい気持ちになれ、穏やかな時間を過ごすことができるでしょう。精神的に余裕があるあなたに好意をもつ人も出現しそう。好意に気づいたら、思いやりある態度を取ってください。;8|欲しい物が明確になる日。労を惜しまず、遠くの店まで足をのばせば、納得のいく買い物ができるでしょう。;7|ちょっとした工夫が、大きな効果を生みます。取引先からは商売上手、営業上手と持ち上げられるかも。;2
2020-06-26|一喜一憂せず、冷静に自分を客観視<br>やるべきことがはかどらず、意欲に欠けてしまいそう。今日はあまり物事に対して一喜一憂せず、冷静に自分を客観視するようにしながら行動するようにしましょう。たとえ失敗したり、うまくいかなかったりしても、あたふたしないことが重要です。あらゆることに、すぐに正解を出そうとするのではなく、明日以降へ先送りすることも、今日は有効。友人に頼めることがあれば、お願いしてしまうのも、ひとつの手です。;55|人の視線が気になりそう。異性にどう思われているかを心配しすぎて、実力や魅力を発揮できないかもしれません。「どうしたいのか」というあなた自身の気持ちを大切にすることで、穏やかな恋愛運に乗ることができるでしょう。;2|他人の真似をすると、損か得かの明暗が分かれそう。友だちの賢い金銭管理術はすぐに取り入れて。;5|あなたが担当している仕事に暗雲が!?　でも、不安に負けずに頑張れば、大難を食い止められます。;3
2020-06-27|目の前の事柄をきちんと<br>やるべきことを着実にこなすことが大切な日です。楽しい出来事が舞い込むときだけに、そちらに気を取られやすいでしょうが、まずは目の前の事柄をクリアしてからにしましょう。集中とリラックスを適度に取り入れ、メリハリをつけて物事をこなすことでうまくいきます。やるべきことさえ片づければ、あなたの実力や魅力を思う存分発揮でき、より楽しく、充実した時間を過ごすことができるでしょう。;84|異性と心を通じ合わせることができるでしょう。コミュニケーション能力がアップして、相手の心の中にもすんなり入っていけそう。その結果、思いが成就する可能性があります。ステキな言葉がひらめくので、メールで思いを伝えると吉。;8|住居に関する買い物にツキがある日。スリッパやカーテンなど、インテリア小物の買い替えには最適な日です。;6|優先順位があとのものに手をつけてしまい、後悔するかもしれません。順序を強く意識すると吉。;6
2020-06-28|あなたの優しさが周囲に伝わる日<br>あなたの優しさ、こまやかな気配りが、周囲の人々にとって心地よく感じられる日。その結果、多くの人に感謝され、信頼を得られるでしょう。たとえ今日、何も反応が得られなかったとしても、不満に思わないで。あなたの今日の行動は、めぐりめぐって、ピンチを迎えたときに救いの手となって差し伸べられるはずです。なお、今日は少額でもいいので募金をしたり、あなたにもできそうな身近なボランティア活動を探したりするのもオススメです。;79|充実した日を過ごせるでしょう。いろいろな異性から熱い視線を送られるとか、身近な人から思いを告白されるなど、うれしい出来事が起こりそう。弱気にならず、好意を素直に受け取ること。すると、さらに運気がアップします。;4|自分にふさわしい商品が見つかりそう。自分磨き、あるいは健康に関する出費は惜しまないこと。;9|職場での人間関係の悩みは家族にしては？　客観的に見てくれるので的確なアドバイスが期待できます。;5
2020-06-29|こだわりすぎに注意<br>小さなことが気になってしまい、肝心のやらなくてはならないことが手につかないかもしれません。あなたのこだわりは尊重すべきことでもあるのですが、度が過ぎるのも考えもの。「木を見て森を見ず」になってしまい、何かが間に合わなくなってしまう恐れがあります。可能なら、物事は一度おおまかに終わらせてから、細かい点を修正していったほうがいいかもしれません。「何事もバランスが大事」ということを意識して過ごしてください。;60|情報に踊らされてしまいそう。気になる相手のウワサが耳に入って、落ち着かなくなることもあるでしょう。新たな一面を知るチャンスだととらえ、詳しく聞くのはかまいません。ただし、そのあとの、他人の感想は話半分に聞いておくこと。;3|人の計算違いを指摘でき、不利益を防ぐことができそうです。金額にかかわることは、確認を怠らないで。;2|根も葉もないウワサに振り回されてしまいそう。確信するまでは、突発的な行動に出ないで。;7
2020-06-30|周囲に助けを求めて<br>「自分ひとりで生きているのではない」ということを実感しそうな日。もし、困ったことが起こっても、周囲からの手助けが期待できます。そのサインを見逃さないようにしてください。自分だけでなんとかしようと意地を張ってしまうのは、おすすめできません。できることをしたあとは、素直に周囲の助けを求めましょう。何か足りないかは、明確にすること。あなたが今現在持っていない知識やスキルを、惜しみなく分けてくれる人がいます。;67|恋愛運は幸運に恵まれます。周りの人たちが協力的になってくれて、恋をワンステップ進展させることができるでしょう。長く片思いをしていた場合は、うれしい出来事があって、応援してくれた人から祝福を受けることもありそうです。;8|少しの手間で出費を抑えられる日です。買い物の際は、小さめのエコバッグを持ち歩くといいでしょう。;3|仕事場でイライラがたまりそう。感情をあらわにすると、のちのち面倒なことになるので注意。;4
